s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s
 1.0400370E+002, 8.2322509E+002, 5.5819103E-001, 8.7944715E+002, 1.3433273E+000, 9.5212479E+002, 2.0095251E+000, 1.0122265E+003, 2.5303489E+000, 1.0311158E+003, 2.9254273E+000, 1.0131645E+003, 3.2213785E+000, 9.5571869E+002, 3.4267643E+000, 8.7704593E+002, 3.5323695E+000, 7.9002855E+002, 3.5589357E+000, 7.0104194E+002, 3.5496377E+000, 6.1581184E+002, 3.5106807E+000, 5.4589377E+002, 3.4441869E+000, 4.9795514E+002, 3.3734680E+000, 4.6475616E+002, 3.3189229E+000, 4.3803461E+002, 3.2649382E+000, 4.1454356E+002, 3.1954641E+000, 3.9112617E+002, 3.1039996E+000
 1.0533791E+002, 8.7188219E+002, 7.0932637E-001, 9.2118942E+002, 1.4473919E+000, 9.8206584E+002, 2.0619465E+000, 1.0064320E+003, 2.5318955E+000, 9.9531093E+002, 2.8479890E+000, 9.5013475E+002, 3.0505516E+000, 8.8801321E+002, 3.1472474E+000, 8.1075786E+002, 3.2079375E+000, 7.2187485E+002, 3.2247666E+000, 6.3745444E+002, 3.1389303E+000, 5.6535213E+002, 3.0704665E+000, 5.1474067E+002, 3.0497939E+000, 4.7217245E+002, 2.9880978E+000, 4.2915369E+002, 2.8669155E+000, 3.8995621E+002, 2.6956932E+000, 3.5804546E+002, 2.5136595E+000, 3.3521431E+002, 2.4191258E+000
 1.0666946E+002, 8.9191498E+002, 7.8313939E-001, 9.2902731E+002, 1.3976394E+000, 9.3566733E+002, 1.9644309E+000, 9.4717673E+002, 2.3944918E+000, 9.4077749E+002, 2.7152343E+000, 9.0342234E+002, 2.9455710E+000, 8.4020694E+002, 3.0889834E+000, 7.5314738E+002, 3.1333406E+000, 6.5585028E+002, 3.1068630E+000, 5.7448731E+002, 3.0584952E+000, 5.0871073E+002, 2.9506353E+000, 4.5083399E+002, 2.7552677E+000, 3.9938454E+002, 2.5536367E+000, 3.6115352E+002, 2.3937506E+000, 3.3389509E+002, 2.2412330E+000, 3.1343380E+002, 2.0833898E+000, 2.9547838E+002, 1.9603476E+000
 1.0800432E+002, 8.3261339E+002, 5.8265727E-001, 8.8926312E+002, 1.3375195E+000, 9.4012452E+002, 1.9916568E+000, 9.4962523E+002, 2.4621995E+000, 9.2412861E+002, 2.7706774E+000, 8.6324125E+002, 2.9519787E+000, 7.7387243E+002, 3.0197821E+000, 6.6968112E+002, 2.9878627E+000, 5.7735509E+002, 2.9675957E+000, 5.1449097E+002, 2.9699554E+000, 4.7266873E+002, 2.8963993E+000, 4.4192906E+002, 2.8052673E+000, 4.1512936E+002, 2.7260285E+000, 3.8879394E+002, 2.6237870E+000, 3.6225315E+002, 2.4873106E+000, 3.3799739E+002, 2.4138893E+000, 3.2275403E+002, 2.3884122E+000
 1.0934046E+002, 8.2125309E+002, 6.6960232E-001, 8.6479270E+002, 1.3871844E+000, 9.3221294E+002, 1.9805608E+000, 9.6325689E+002, 2.4235817E+000, 9.3411718E+002, 2.6975605E+000, 8.4771864E+002, 2.8233273E+000, 7.5800243E+002, 2.8508052E+000, 6.8075024E+002, 2.8345253E+000, 6.0777308E+002, 2.7398675E+000, 5.3336698E+002, 2.6266058E+000, 4.7731112E+002, 2.5838263E+000, 4.3675679E+002, 2.5821924E+000, 4.0633106E+002, 2.6067632E+000, 3.8360399E+002, 2.6298080E+000, 3.6292162E+002, 2.6234618E+000, 3.4831909E+002, 2.6136651E+000, 3.3764447E+002, 2.6048258E+000
 1.1067232E+002, 7.6661177E+002, 5.8881777E-001, 8.2883423E+002, 1.2871387E+000, 9.1785237E+002, 1.9611436E+000, 9.8703689E+002, 2.5017895E+000, 1.0208357E+003, 2.9173585E+000, 1.0090612E+003, 3.2078934E+000, 9.4273202E+002, 3.3839479E+000, 8.4795717E+002, 3.4484173E+000, 7.4940066E+002, 3.4412914E+000, 6.6598120E+002, 3.4023622E+000, 5.9688610E+002, 3.3237094E+000, 5.4016937E+002, 3.2110829E+000, 4.9009573E+002, 3.1263732E+000, 4.4886111E+002, 3.0813311E+000, 4.1097521E+002, 3.0534957E+000, 3.7958290E+002, 3.0140375E+000, 3.5174881E+002, 2.9453396E+000
 1.1200461E+002, 7.7706016E+002, 6.1406932E-001, 8.2713957E+002, 1.3415214E+000, 9.0036260E+002, 1.9606714E+000, 9.7542022E+002, 2.4661288E+000, 1.0256025E+003, 2.8886685E+000, 1.0329383E+003, 3.2255265E+000, 9.9527868E+002, 3.4684441E+000, 9.1404043E+002, 3.6127129E+000, 8.1046993E+002, 3.6460755E+000, 7.0922318E+002, 3.5954718E+000, 6.1966419E+002, 3.5087930E+000, 5.4866118E+002, 3.4016005E+000, 4.8866272E+002, 3.2689621E+000, 4.4485167E+002, 3.1325026E+000, 4.1368522E+002, 3.0233294E+000, 3.8877313E+002, 2.9481106E+000, 3.6967183E+002, 2.9048658E+000
 1.1333476E+002, 7.8397412E+002, 6.1877299E-001, 8.2741101E+002, 1.3771513E+000, 8.7632150E+002, 1.9787065E+000, 9.4574522E+002, 2.4793774E+000, 1.0003257E+003, 2.9079470E+000, 1.0217053E+003, 3.2263200E+000, 9.8029700E+002, 3.4471732E+000, 8.8136455E+002, 3.5586826E+000, 7.7210580E+002, 3.5480868E+000, 6.7375220E+002, 3.4087424E+000, 5.8559102E+002, 3.1736078E+000, 5.1728618E+002, 3.0549301E+000, 4.6947121E+002, 2.9660180E+000, 4.3505480E+002, 2.8819740E+000, 4.0439142E+002, 2.8088680E+000, 3.7965602E+002, 2.7386002E+000, 3.5532623E+002, 2.6661735E+000
 1.1467578E+002, 8.0095460E+002, 6.1029798E-001, 8.5201992E+002, 1.3551568E+000, 9.2031512E+002, 1.9665644E+000, 9.4780573E+002, 2.4085785E+000, 9.0366337E+002, 2.6957687E+000, 8.2447650E+002, 2.8730458E+000, 7.4516658E+002, 2.9654157E+000, 6.7867470E+002, 3.0151894E+000, 6.2188860E+002, 3.0407208E+000, 5.7306787E+002, 3.0495349E+000, 5.3919220E+002, 3.0626047E+000, 5.1587462E+002, 3.0905611E+000, 4.9900368E+002, 3.1351022E+000, 4.7920445E+002, 3.1808082E+000, 4.5878154E+002, 3.2194641E+000, 4.4004786E+002, 3.2500347E+000, 4.2423724E+002, 3.2808009E+000
 1.1600891E+002, 7.5403089E+002, 5.1350881E-001, 7.8000156E+002, 1.3195864E+000, 8.1893928E+002, 1.9433804E+000, 8.8643823E+002, 2.4310968E+000, 9.3825375E+002, 2.8318538E+000, 9.6198458E+002, 3.1566183E+000, 9.5568715E+002, 3.4111981E+000, 9.1748015E+002, 3.5907469E+000, 8.6163218E+002, 3.7096770E+000, 7.9071572E+002, 3.7691058E+000, 7.1397407E+002, 3.7539748E+000, 6.4104338E+002, 3.6857371E+000, 5.7807223E+002, 3.5862855E+000, 5.2930873E+002, 3.4720964E+000, 4.8801032E+002, 3.3608444E+000, 4.5599127E+002, 3.2780484E+000, 4.3005544E+002, 3.2305236E+000
 1.1733365E+002, 7.6388712E+002, 5.8055804E-001, 8.0180517E+002, 1.3025678E+000, 8.7185429E+002, 1.9224142E+000, 9.2968402E+002, 2.4225716E+000, 9.6431991E+002, 2.8359578E+000, 9.6972265E+002, 3.1584979E+000, 9.4085273E+002, 3.3833807E+000, 8.8663761E+002, 3.5422090E+000, 8.1960595E+002, 3.6317893E+000, 7.4933723E+002, 3.6510344E+000, 6.7791500E+002, 3.6403652E+000, 6.1462227E+002, 3.5918030E+000, 5.6199721E+002, 3.5168188E+000, 5.2177285E+002, 3.4793004E+000, 4.9176974E+002, 3.4700531E+000, 4.6533565E+002, 3.4250010E+000, 4.3740988E+002, 3.3618813E+000
 1.1866840E+002, 7.6762496E+002, 6.2532493E-001, 7.9540456E+002, 1.2656875E+000, 8.6721942E+002, 1.8812297E+000, 9.3879349E+002, 2.3892117E+000, 9.7747295E+002, 2.8022340E+000, 9.6224522E+002, 3.1291876E+000, 9.0561712E+002, 3.3657294E+000, 8.2995475E+002, 3.4996887E+000, 7.4779693E+002, 3.5488356E+000, 6.6467918E+002, 3.5491424E+000, 5.9634159E+002, 3.4899918E+000, 5.4078443E+002, 3.4006721E+000, 4.9375228E+002, 3.3108280E+000, 4.5204853E+002, 3.1853651E+000, 4.1643293E+002, 3.0523991E+000, 3.9190906E+002, 2.9530768E+000, 3.7470989E+002, 2.8851212E+000
 1.2000000E+002, 7.9272330E+002, 6.2010488E-001, 8.3089793E+002, 1.3406341E+000, 8.9154215E+002, 1.9529673E+000, 9.5695232E+002, 2.4494406E+000, 9.8263658E+002, 2.8425568E+000, 9.6123525E+002, 3.1158712E+000, 8.9794160E+002, 3.2659121E+000, 8.0646327E+002, 3.3063186E+000, 7.1031345E+002, 3.2751162E+000, 6.2887325E+002, 3.1883075E+000, 5.5180656E+002, 3.0144632E+000, 4.8046233E+002, 2.7821375E+000, 4.2242988E+002, 2.6319848E+000, 3.8240749E+002, 2.6131928E+000, 3.5536216E+002, 2.6337770E+000, 3.3813315E+002, 2.6456889E+000, 3.2393798E+002, 2.6509033E+000
