s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s
 1.0400310E+002, 8.3286601E+002, 6.8311713E-001, 7.9961407E+002, 1.4243005E+000, 7.1223790E+002, 1.8905287E+000, 6.0159587E+002, 2.1397509E+000, 5.0164732E+002, 2.2558982E+000, 4.2487745E+002, 2.3089017E+000, 3.7270382E+002, 2.3268220E+000, 3.3326172E+002, 2.3176516E+000, 2.9858096E+002, 2.2974604E+000, 2.6904581E+002, 2.2502016E+000, 2.4000610E+002, 2.1769583E+000, 2.1515144E+002, 2.0747347E+000, 1.9395857E+002, 1.9631901E+000, 1.7847985E+002, 1.8722685E+000, 1.7042646E+002, 1.8146904E+000, 1.6615401E+002, 1.7997210E+000, 1.6377560E+002, 1.8193063E+000
 1.0533680E+002, 7.6768988E+002, 6.9518853E-001, 7.2853830E+002, 1.3513281E+000, 6.4708015E+002, 1.7513949E+000, 5.5006723E+002, 1.9540716E+000, 4.6153340E+002, 2.0280427E+000, 3.9128535E+002, 2.0500762E+000, 3.3601369E+002, 2.0705614E+000, 2.9715735E+002, 2.0937997E+000, 2.7095291E+002, 2.1172188E+000, 2.5370179E+002, 2.1290549E+000, 2.3859023E+002, 2.1393488E+000, 2.2578819E+002, 2.1462705E+000, 2.1514015E+002, 2.1481885E+000, 2.0724770E+002, 2.1282369E+000, 2.0037126E+002, 2.0935899E+000, 1.9448932E+002, 2.0558617E+000, 1.8715168E+002, 2.0339518E+000
 1.0666769E+002, 8.5098295E+002, 6.2288955E-001, 8.3104368E+002, 1.4663735E+000, 7.7156230E+002, 2.0217446E+000, 6.8811910E+002, 2.3698531E+000, 6.0292728E+002, 2.5723366E+000, 5.1797370E+002, 2.6552090E+000, 4.3706456E+002, 2.6369058E+000, 3.7009921E+002, 2.5544490E+000, 3.1493268E+002, 2.4558413E+000, 2.7697938E+002, 2.3772307E+000, 2.5019732E+002, 2.3134187E+000, 2.2931821E+002, 2.2423933E+000, 2.1055664E+002, 2.1748361E+000, 1.9590401E+002, 2.1208413E+000, 1.8401762E+002, 2.0978187E+000, 1.7288947E+002, 2.0732973E+000, 1.6655556E+002, 2.0591482E+000
 1.0800706E+002, 8.4146417E+002, 6.6973480E-001, 8.2022771E+002, 1.4406653E+000, 7.5378968E+002, 1.9517006E+000, 6.5852917E+002, 2.2556176E+000, 5.6435991E+002, 2.4188301E+000, 4.8486510E+002, 2.4979139E+000, 4.2109401E+002, 2.5234145E+000, 3.7020534E+002, 2.5037538E+000, 3.2879259E+002, 2.4580453E+000, 2.9447645E+002, 2.3928065E+000, 2.6520707E+002, 2.3132201E+000, 2.4192330E+002, 2.2448368E+000, 2.2508714E+002, 2.2094813E+000, 2.1230699E+002, 2.1819427E+000, 2.0202310E+002, 2.1453190E+000, 1.9354689E+002, 2.1224516E+000, 1.8757901E+002, 2.1145684E+000
 1.0934121E+002, 8.5941443E+002, 6.1194272E-001, 8.2916325E+002, 1.4368747E+000, 7.5270273E+002, 1.9526335E+000, 6.5347587E+002, 2.2663977E+000, 5.5778065E+002, 2.4455632E+000, 4.8236447E+002, 2.5278532E+000, 4.2417681E+002, 2.5518832E+000, 3.7706384E+002, 2.5600981E+000, 3.3840816E+002, 2.5592465E+000, 3.0750388E+002, 2.5447194E+000, 2.8345945E+002, 2.5176880E+000, 2.6483694E+002, 2.4720064E+000, 2.4945662E+002, 2.4282679E+000, 2.3695284E+002, 2.4209959E+000, 2.2736838E+002, 2.4424311E+000, 2.1752216E+002, 2.4459239E+000, 2.0712048E+002, 2.4083903E+000
 1.1067483E+002, 8.4964523E+002, 6.1742501E-001, 8.1797943E+002, 1.4349428E+000, 7.5207859E+002, 1.9737073E+000, 6.7221501E+002, 2.3022989E+000, 5.8394123E+002, 2.4941817E+000, 5.0192069E+002, 2.6001564E+000, 4.3133768E+002, 2.6489195E+000, 3.7887326E+002, 2.6723651E+000, 3.4620551E+002, 2.6917443E+000, 3.1882173E+002, 2.7012035E+000, 2.9805001E+002, 2.7047022E+000, 2.7880209E+002, 2.7106192E+000, 2.5976101E+002, 2.6822798E+000, 2.4079036E+002, 2.5940057E+000, 2.2292552E+002, 2.4835135E+000, 2.0959008E+002, 2.3702876E+000, 1.9862818E+002, 2.2694047E+000
 1.1200245E+002, 8.0667824E+002, 7.2938609E-001, 7.6093486E+002, 1.4235079E+000, 6.7232547E+002, 1.8613505E+000, 5.8613937E+002, 2.1321254E+000, 5.1638413E+002, 2.3049167E+000, 4.5871472E+002, 2.4024309E+000, 4.1067334E+002, 2.4425579E+000, 3.6449757E+002, 2.4511813E+000, 3.2127731E+002, 2.4361980E+000, 2.8843771E+002, 2.4040053E+000, 2.6259441E+002, 2.3665761E+000, 2.4513566E+002, 2.3369951E+000, 2.3298212E+002, 2.3325786E+000, 2.2458529E+002, 2.3553156E+000, 2.1792472E+002, 2.3601530E+000, 2.1025230E+002, 2.3617336E+000, 2.0213815E+002, 2.3400394E+000
 1.1334505E+002, 8.0467997E+002, 6.6707841E-001, 7.4553334E+002, 1.3828820E+000, 6.3229241E+002, 1.7909286E+000, 5.0632455E+002, 1.9500574E+000, 4.0641178E+002, 1.9686215E+000, 3.3801326E+002, 1.9482109E+000, 2.8997430E+002, 1.9228072E+000, 2.5722149E+002, 1.8905168E+000, 2.3580505E+002, 1.8336349E+000, 2.2010524E+002, 1.7543322E+000, 2.0346869E+002, 1.6802308E+000, 1.8313459E+002, 1.6169605E+000, 1.6968454E+002, 1.5588056E+000, 1.6328788E+002, 1.5111247E+000, 1.5820619E+002, 1.5078935E+000, 1.5515241E+002, 1.5071916E+000, 1.5353066E+002, 1.5323544E+000
 1.1467744E+002, 8.6644034E+002, 6.0988535E-001, 8.5263959E+002, 1.4470973E+000, 8.1090770E+002, 2.0295262E+000, 7.4451628E+002, 2.4233124E+000, 6.6429382E+002, 2.6701627E+000, 5.8354953E+002, 2.8143162E+000, 5.0615047E+002, 2.8868929E+000, 4.3798401E+002, 2.8961243E+000, 3.8368665E+002, 2.8603846E+000, 3.3999625E+002, 2.8159382E+000, 3.0279876E+002, 2.7608249E+000, 2.7277126E+002, 2.7057809E+000, 2.4857717E+002, 2.6341332E+000, 2.2721499E+002, 2.5236197E+000, 2.0326812E+002, 2.3715923E+000, 1.8622107E+002, 2.1899962E+000, 1.7115268E+002, 1.9991796E+000
 1.1600774E+002, 8.0983131E+002, 6.3705661E-001, 7.8206889E+002, 1.3537992E+000, 7.3273353E+002, 1.8600089E+000, 6.6670127E+002, 2.1936440E+000, 5.9707043E+002, 2.4182849E+000, 5.3710929E+002, 2.5611470E+000, 4.8531185E+002, 2.6519686E+000, 4.3950767E+002, 2.7075796E+000, 4.0150649E+002, 2.7616493E+000, 3.7334137E+002, 2.8217746E+000, 3.4768879E+002, 2.8725353E+000, 3.2033361E+002, 2.9030820E+000, 2.9505134E+002, 2.8997271E+000, 2.7375254E+002, 2.8666282E+000, 2.5480606E+002, 2.8092689E+000, 2.3853974E+002, 2.7518288E+000, 2.2318300E+002, 2.6832395E+000
 1.1734540E+002, 8.5168118E+002, 6.3400357E-001, 8.0481228E+002, 1.4153031E+000, 7.2210779E+002, 1.9328270E+000, 6.2560455E+002, 2.2478470E+000, 5.4566732E+002, 2.4090735E+000, 4.7182513E+002, 2.4869400E+000, 4.0941363E+002, 2.5150698E+000, 3.5861062E+002, 2.5188429E+000, 3.1977753E+002, 2.4750007E+000, 2.8335481E+002, 2.3991589E+000, 2.5248473E+002, 2.3155492E+000, 2.2588775E+002, 2.2215576E+000, 2.0266700E+002, 2.1320655E+000, 1.8715122E+002, 2.0481331E+000, 1.7792447E+002, 1.9764640E+000, 1.7231849E+002, 1.9118873E+000, 1.6774632E+002, 1.8768515E+000
 1.1867194E+002, 8.4856013E+002, 6.1804152E-001, 7.7011291E+002, 1.3885925E+000, 6.4715583E+002, 1.7972076E+000, 5.2738795E+002, 1.9826572E+000, 4.2889415E+002, 2.0760636E+000, 3.6078482E+002, 2.1294879E+000, 3.2707165E+002, 2.1748200E+000, 3.0038943E+002, 2.2078215E+000, 2.7910370E+002, 2.2019088E+000, 2.5969771E+002, 2.1506091E+000, 2.4084699E+002, 2.0588488E+000, 2.2546013E+002, 1.9797666E+000, 2.1171576E+002, 1.9071625E+000, 1.9869685E+002, 1.8583451E+000, 1.8853543E+002, 1.8403585E+000, 1.8079471E+002, 1.8807579E+000, 1.7462051E+002, 1.9010292E+000
 1.2000000E+002, 7.9456270E+002, 6.1322233E-001, 7.7195270E+002, 1.3792826E+000, 7.1690498E+002, 1.9019736E+000, 6.5204551E+002, 2.2414633E+000, 5.8081624E+002, 2.4427330E+000, 5.0281946E+002, 2.5372323E+000, 4.2564071E+002, 2.5419123E+000, 3.6153173E+002, 2.4797299E+000, 3.1541831E+002, 2.4002218E+000, 2.8240193E+002, 2.3429942E+000, 2.5711778E+002, 2.3124560E+000, 2.3402054E+002, 2.2872413E+000, 2.1688732E+002, 2.2739553E+000, 2.0597753E+002, 2.2651278E+000, 1.9868367E+002, 2.2442185E+000, 1.9438922E+002, 2.2087364E+000, 1.9125473E+002, 2.1896033E+000
