s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s
 1.0400077E+002, 6.5642636E+002, 5.6226567E-001, 6.3284351E+002, 1.2940606E+000, 5.8147546E+002, 1.7726259E+000, 5.2176600E+002, 2.0764525E+000, 4.6190184E+002, 2.2725771E+000, 4.0216729E+002, 2.3927292E+000, 3.5245274E+002, 2.4588920E+000, 3.1396719E+002, 2.4924563E+000, 2.8445098E+002, 2.5113214E+000, 2.6035699E+002, 2.5208737E+000, 2.4034020E+002, 2.5183806E+000, 2.2341181E+002, 2.5028913E+000, 2.0854254E+002, 2.4764942E+000, 1.9715829E+002, 2.4500294E+000, 1.8819413E+002, 2.4189091E+000, 1.8053265E+002, 2.3821380E+000, 1.7261475E+002, 2.3365468E+000
 1.0533900E+002, 6.3212715E+002, 5.8305644E-001, 5.8786392E+002, 1.2330982E+000, 5.0015177E+002, 1.6329751E+000, 4.0353575E+002, 1.7995567E+000, 3.2234916E+002, 1.8452461E+000, 2.6405504E+002, 1.8144360E+000, 2.2662061E+002, 1.7081563E+000, 2.0194393E+002, 1.6259872E+000, 1.8686238E+002, 1.5851268E+000, 1.7486168E+002, 1.5723679E+000, 1.6177183E+002, 1.5512173E+000, 1.4819587E+002, 1.4732515E+000, 1.3866165E+002, 1.4099814E+000, 1.3295141E+002, 1.3987171E+000, 1.2912137E+002, 1.3985725E+000, 1.2636307E+002, 1.3863260E+000, 1.2440451E+002, 1.3779161E+000
 1.0667268E+002, 5.9146172E+002, 5.7777922E-001, 5.6198037E+002, 1.1892914E+000, 5.0648654E+002, 1.6061324E+000, 4.3647274E+002, 1.8566060E+000, 3.7024919E+002, 1.9972512E+000, 3.1320088E+002, 2.0490736E+000, 2.7153111E+002, 2.0547938E+000, 2.3751091E+002, 2.0203246E+000, 2.1052420E+002, 1.9469393E+000, 1.8802068E+002, 1.8767517E+000, 1.7212109E+002, 1.8205753E+000, 1.6051960E+002, 1.7670009E+000, 1.5087229E+002, 1.7237817E+000, 1.4372978E+002, 1.7259761E+000, 1.3892030E+002, 1.7485460E+000, 1.3477481E+002, 1.7396153E+000, 1.3141046E+002, 1.7050965E+000
 1.0800629E+002, 6.5385545E+002, 4.9932482E-001, 6.2532554E+002, 1.2819996E+000, 5.7920955E+002, 1.7990842E+000, 5.2525226E+002, 2.1207033E+000, 4.7022609E+002, 2.3182495E+000, 4.1644749E+002, 2.4434203E+000, 3.6853000E+002, 2.5191527E+000, 3.2498416E+002, 2.5539686E+000, 2.8789062E+002, 2.5611497E+000, 2.5734437E+002, 2.5345700E+000, 2.3139154E+002, 2.4848373E+000, 2.1103622E+002, 2.4340466E+000, 1.9339090E+002, 2.3781765E+000, 1.7850363E+002, 2.2749183E+000, 1.6535601E+002, 2.1431191E+000, 1.5506195E+002, 2.0497106E+000, 1.4672362E+002, 1.9989184E+000
 1.0934460E+002, 5.9166230E+002, 5.6284575E-001, 5.5631931E+002, 1.1941248E+000, 4.9377241E+002, 1.6128767E+000, 4.3511636E+002, 1.8653687E+000, 3.7562431E+002, 2.0209466E+000, 3.1930397E+002, 2.0854529E+000, 2.7055104E+002, 2.0546091E+000, 2.3298736E+002, 1.9670267E+000, 2.0577633E+002, 1.8652716E+000, 1.8570580E+002, 1.7687942E+000, 1.7028777E+002, 1.6616541E+000, 1.5649173E+002, 1.5565332E+000, 1.4586162E+002, 1.5061707E+000, 1.3778205E+002, 1.5237389E+000, 1.3104454E+002, 1.5520515E+000, 1.2538750E+002, 1.5325655E+000, 1.2204693E+002, 1.4918667E+000
 1.1066680E+002, 5.5458539E+002, 5.7529560E-001, 5.1241099E+002, 1.1248451E+000, 4.5235964E+002, 1.4559037E+000, 3.8139316E+002, 1.6300336E+000, 3.1912245E+002, 1.6971597E+000, 2.6904061E+002, 1.7004708E+000, 2.3180991E+002, 1.6931880E+000, 2.0348201E+002, 1.6846667E+000, 1.8180374E+002, 1.6560768E+000, 1.6599655E+002, 1.5687848E+000, 1.5252360E+002, 1.4748298E+000, 1.4374968E+002, 1.4693308E+000, 1.3668792E+002, 1.4853994E+000, 1.2833832E+002, 1.4471874E+000, 1.1976127E+002, 1.3840258E+000, 1.1278495E+002, 1.3254340E+000, 1.0760206E+002, 1.2558761E+000
 1.1201271E+002, 6.1645506E+002, 5.5113424E-001, 5.8878239E+002, 1.2437074E+000, 5.3064084E+002, 1.6836686E+000, 4.6394293E+002, 1.9406356E+000, 4.0611812E+002, 2.0930043E+000, 3.5695948E+002, 2.1824165E+000, 3.1698413E+002, 2.2342932E+000, 2.8259070E+002, 2.2741322E+000, 2.5561759E+002, 2.2866764E+000, 2.3407159E+002, 2.2962983E+000, 2.1595798E+002, 2.3074424E+000, 2.0174249E+002, 2.2733938E+000, 1.8760568E+002, 2.2044828E+000, 1.7782290E+002, 2.1528861E+000, 1.7026960E+002, 2.1119791E+000, 1.6455912E+002, 2.0712793E+000, 1.5874036E+002, 2.0393249E+000
 1.1333540E+002, 6.4491353E+002, 5.1800596E-001, 6.1090468E+002, 1.2537366E+000, 5.4563661E+002, 1.7355915E+000, 4.7586369E+002, 2.0316958E+000, 4.2071383E+002, 2.2120779E+000, 3.7871098E+002, 2.3276739E+000, 3.4848486E+002, 2.4114048E+000, 3.1996837E+002, 2.4770179E+000, 2.9272930E+002, 2.5237496E+000, 2.6921142E+002, 2.5338555E+000, 2.4779130E+002, 2.5151662E+000, 2.2882476E+002, 2.4784302E+000, 2.1235253E+002, 2.4428751E+000, 1.9581419E+002, 2.3993577E+000, 1.8145846E+002, 2.3435262E+000, 1.7064302E+002, 2.2960212E+000, 1.6143448E+002, 2.2572470E+000
 1.1467240E+002, 5.7680040E+002, 6.2254047E-001, 5.5398303E+002, 1.1903201E+000, 5.0973178E+002, 1.6257612E+000, 4.6144942E+002, 1.9065538E+000, 4.0342922E+002, 2.0801399E+000, 3.4373055E+002, 2.1360012E+000, 2.9071769E+002, 2.1167672E+000, 2.5396382E+002, 2.0476303E+000, 2.2924264E+002, 1.9619523E+000, 2.1022744E+002, 1.8908990E+000, 1.9425399E+002, 1.8249010E+000, 1.8169475E+002, 1.7678612E+000, 1.7284098E+002, 1.7475488E+000, 1.6452380E+002, 1.7204159E+000, 1.5632935E+002, 1.6934219E+000, 1.4738572E+002, 1.6102247E+000, 1.3713601E+002, 1.4327276E+000
 1.1600951E+002, 5.8045171E+002, 5.9167806E-001, 5.1365179E+002, 1.1292172E+000, 4.2699835E+002, 1.4201796E+000, 3.4579527E+002, 1.5566979E+000, 2.8776198E+002, 1.5932976E+000, 2.4802227E+002, 1.6025975E+000, 2.1750043E+002, 1.5958523E+000, 1.9334625E+002, 1.5929142E+000, 1.8008234E+002, 1.6183187E+000, 1.7082673E+002, 1.6820363E+000, 1.6556118E+002, 1.7403517E+000, 1.6171309E+002, 1.7674900E+000, 1.5839740E+002, 1.7865431E+000, 1.5548636E+002, 1.8306564E+000, 1.5144399E+002, 1.8168770E+000, 1.4580548E+002, 1.7935431E+000, 1.4056498E+002, 1.7755261E+000
 1.1734290E+002, 6.0168257E+002, 5.5244084E-001, 5.8184974E+002, 1.2452962E+000, 5.3546215E+002, 1.7059707E+000, 4.7798115E+002, 1.9911515E+000, 4.1563978E+002, 2.1552723E+000, 3.6145090E+002, 2.2461219E+000, 3.2141038E+002, 2.3088906E+000, 2.8933358E+002, 2.3398541E+000, 2.6211685E+002, 2.3309773E+000, 2.4274801E+002, 2.3086761E+000, 2.2549831E+002, 2.2947933E+000, 2.0911536E+002, 2.2738197E+000, 1.9618178E+002, 2.2347624E+000, 1.8817463E+002, 2.2011808E+000, 1.8194152E+002, 2.2011707E+000, 1.7644213E+002, 2.2196070E+000, 1.6923593E+002, 2.2324094E+000
 1.1866778E+002, 6.3046783E+002, 5.4581269E-001, 6.1870308E+002, 1.2833617E+000, 5.8578462E+002, 1.7665074E+000, 5.3038920E+002, 2.0800744E+000, 4.7082055E+002, 2.2817731E+000, 4.1317414E+002, 2.3961395E+000, 3.5909161E+002, 2.4466835E+000, 3.1402294E+002, 2.4548007E+000, 2.7872272E+002, 2.4353962E+000, 2.4989526E+002, 2.3961139E+000, 2.2747725E+002, 2.3482485E+000, 2.1233314E+002, 2.2920214E+000, 1.9941689E+002, 2.2248820E+000, 1.8731499E+002, 2.1465146E+000, 1.7635573E+002, 2.0747091E+000, 1.6740418E+002, 2.0323196E+000, 1.6143751E+002, 2.0045028E+000
 1.2000000E+002, 6.3027879E+002, 5.4385741E-001, 6.1425974E+002, 1.2762937E+000, 5.7308886E+002, 1.7586881E+000, 5.1308060E+002, 2.0724753E+000, 4.5245633E+002, 2.2718096E+000, 4.0013804E+002, 2.3905322E+000, 3.5657102E+002, 2.4602024E+000, 3.2019367E+002, 2.4945007E+000, 2.8891734E+002, 2.5019400E+000, 2.6311015E+002, 2.4863330E+000, 2.3979890E+002, 2.4372477E+000, 2.1672314E+002, 2.3636694E+000, 1.9547765E+002, 2.2825586E+000, 1.7874373E+002, 2.1981340E+000, 1.6660895E+002, 2.1291213E+000, 1.6022813E+002, 2.0948558E+000, 1.5577213E+002, 2.0958108E+000
